ID,SMILES
CHEMBL4437062,COC(=O)CNC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2)c1
CHEMBL4437014,CCCCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1
CHEMBL4436874,CCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1
CHEMBL443681,CC(C)=CCC/C(C)=C/C[C@@H]1C[C@]2(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C2O)[C@@]1(C)CCC=C(C)C
CHEMBL4436322,NC(=O)c1ccccc1Nc1cccc(OCCc2ccc3ccccc3c2)c1
CHEMBL4435754,COC(=O)[C@@H](N)Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1
CHEMBL4434774,O=C(O)CNC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2)c1
CHEMBL440410,O=C(/C=C/c1ccc(O)c(Br)c1)/C=C/c1cc(Br)c(O)c(Br)c1
CHEMBL438203,Cc1ccc(C2CC(=O)Oc3ccc4cc(Br)ccc4c32)cc1
CHEMBL430574,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1
CHEMBL4295059,CCOC(=O)CCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NC1CCSc2ccccc21
CHEMBL429433,Cc1ccc2c3c(ccc2c1)OC(=O)CC3c1cccc(Br)c1
CHEMBL4288567,CCCCCCCNC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1
CHEMBL4287164,CCOC(=O)CCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1
CHEMBL428637,O=C1/C(=C/c2cc(Br)c(O)c(Br)c2)CSC/C1=C\c1cc(Br)c(O)c(Br)c1
CHEMBL4228286,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(Cc5ccccc5)nn4)c3)s2)n1
CHEMBL4227975,C#CCOc1cccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c1
CHEMBL4227437,COCCn1cc(COc2cccc(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)c2)nn1
CHEMBL4225505,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCCCC5SCC6NC(=O)NC65)nn4)c3)s2)n1
CHEMBL4225467,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(CCCCNC(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)nn4)c3)s2)n1
CHEMBL4218670,CCCCCCCCn1c(-c2ccc(-c3ccc(N(C)C)cc3)cc2)nc2cc(C(=O)OCC)ccc21
CHEMBL4218205,CCCCCCCCn1c(-c2ccc(-c3ccc(N4CCCCC4)cc3)cc2)nc2cc(C(=O)OCC)ccc21
CHEMBL4217034,CCCCCCCCn1c(-c2ccc(-c3ccc4c(c3)OCO4)cc2)nc2cc(C(=O)OCC)ccc21
CHEMBL4216715,CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(N(C)C)cc5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1
CHEMBL4214892,CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(N6CCCCC6)cc5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1
CHEMBL4212277,CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(O)c(OC)c5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1
CHEMBL4211748,CCCCCCCCn1c(-c2ccc(-c3ccc(O)c(OC)c3)cc2)nc2cc(C(=O)OCC)ccc21
CHEMBL4210076,CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc6c(c5)OCO6)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1
CHEMBL420311,NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21
CHEMBL4202895,CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(O)cc5O)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1
CHEMBL4176673,CNC(=S)NCCCC(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1
CHEMBL4175593,Cn1nnnc1SCC(=O)Nc1cccc(COc2ccc(NC(=O)c3cccs3)cc2)c1
CHEMBL4173548,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4ccccn4)cc3)c2)n1
CHEMBL4171986,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)C4CCOCC4)cc3)c2)n1
CHEMBL4171455,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)C4CCCN4)cc3)c2)n1
CHEMBL4170094,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4cnn(C)c4)cc3)c2)n1
CHEMBL4169477,CNC(=S)NCCC(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1
CHEMBL4167005,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)C4CCCN4C(=O)OC(C)(C)C)c3)c2)n1
CHEMBL4161780,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4ccco4)cc3)c2)n1
CHEMBL413376,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1.[Na].[Na].[Na].[Na].[Na].[Na]
CHEMBL413219,O=C1NC(=O)C(c2cn(CCOC(CCO)C3COC4(CCCCC4)O3)c3ccccc23)=C1c1c[nH]c2ccccc12
CHEMBL4129995,CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1
CHEMBL4129734,CCCCCCCCNC(=O)CCCSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O
CHEMBL4128547,CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(=O)NCC(=O)O)[C@@H](C)O
CHEMBL4128509,CCCCCCCCCCCCCNC(=O)CCCSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O
CHEMBL4128353,CCCCCCCCCCNC(=O)CCCSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O
CHEMBL4128014,CCCCCCCCCCNC(=O)CCCSC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1
CHEMBL4125693,CCCCCCCCNC(=O)CCCSC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1
CHEMBL4105292,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccncc1)C3
CHEMBL4104964,BrCCCCc1nc(-c2ccc(Br)cc2)no1
CHEMBL4104958,Cc1cc(C)nc(SCC(=O)Nc2cccc(NCc3cccs3)c2)n1
CHEMBL4104634,COC(=O)Nc1ccc2c(c1)C(NC(=O)Nc1cccc(C#N)c1)CC(C)(C)O2
CHEMBL4104492,CC(=O)NCCNC1CCc2c(sc3ncn(Cc4cccc(-c5ccccc5)c4)c(=O)c23)C1
CHEMBL4104325,COc1ccccc1CCNC1CCc2c(sc3ncn(Cc4cccc(-c5ccccc5)c4)c(=O)c23)C1
CHEMBL4104283,COc1ccc(CNC2CCc3c(sc4ncn(Cc5c(OC)ccc6ccccc56)c(=O)c34)C2)cn1
CHEMBL4104207,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NC1CCCc2ccccc21)CC3
CHEMBL4103852,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1ccccc1F)CC3
CHEMBL4103565,FC(F)(F)c1ccc(-c2noc(CCCBr)n2)cc1
CHEMBL4103561,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1cccs1)CC3
CHEMBL4103499,Cc1nn(C)c(C)c1CNC1CCc2c(sc3ncn(Cc4cccc5cccnc45)c(=O)c23)C1
CHEMBL4103167,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NC1CCCC1)CC3
CHEMBL4102605,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCCc1cccnc1)CC3
CHEMBL4102538,Cc1cc(C)nc(SCC(=O)Nc2ccc(C(=O)c3ccccc3)cc2)n1
CHEMBL4102528,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCC1CCCO1)CC3
CHEMBL4102436,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2ccncc2)C4)c1
CHEMBL4102395,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCC2CCCCC2)C4)c1
CHEMBL4102380,CC(C)(C)OC(=O)Nc1ccc2c(c1)C(NC(=O)Nc1cccc(C#N)c1)CC(C)(C)O2
CHEMBL4102273,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2ccccc2OC)C4)c1
CHEMBL4102223,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NC2CCOCC2)C4)c2ccccc12
CHEMBL4101926,COc1ccccc1CCNC1CCc2c(sc3ncn(Cc4c(OC)ccc5ccccc45)c(=O)c23)C1
CHEMBL4101884,COc1ccc(CNC2CCc3c(sc4ncn(Cc5cccc6ccccc56)c(=O)c34)C2)cc1
CHEMBL4101834,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2ccccc2)C4)c1
CHEMBL4101642,Cc1cc(C)nc(SCC(=O)Nc2cccc(NCc3ccccc3)c2)n1
CHEMBL4101486,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCCNC(C)=O)C4)c2ccccc12
CHEMBL4101347,N#Cc1ccc(CNC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)cc1
CHEMBL4100879,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccccc1F)C3
CHEMBL4100568,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCCN1CCCC1)CC3
CHEMBL4100124,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCCc1ccncc1)CC3
CHEMBL4099835,O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NC1CCc2ccccc21)CC3
CHEMBL4099815,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCc1ccco1)CC3
CHEMBL4099809,COc1ccccc1CNC1CCc2c(sc3ncn(Cc4cccc5ccccc45)c(=O)c23)C1
CHEMBL4099637,N#Cc1ccc(CNC2CCc3c(sc4ncn(Cc5cccc(-c6ccccc6)c5)c(=O)c34)C2)cc1
CHEMBL4099606,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCCN1CCCC1)CC3
CHEMBL4099396,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCc1ccccc1)CC3
CHEMBL4099169,ClCCCc1nc(-c2ccc(Br)cc2)no1
CHEMBL4099120,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccco1)C3
CHEMBL4099018,COc1ccccc1Cn1cnc2sc3c(c2c1=O)CCC(NCC1CCCCC1)C3
CHEMBL4099006,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1cncnc1)CC3
CHEMBL4098923,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NC1CCc2ccccc21)CC3
CHEMBL4098851,CC(=O)Nc1cccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)c1
CHEMBL4097954,Cc1cc(C)nc(SCC(=O)Nc2ccc(OCc3ccccc3)cc2)n1
CHEMBL4097821,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCc1ccc(Cl)cc1)CC3
CHEMBL4097583,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1ccncc1)CC3
CHEMBL4097254,Cc1cc(C)nc([S+]([O-])CC(=O)Nc2ccc(Oc3ccccc3)cc2)n1
CHEMBL4097219,N#Cc1ccc(CNC2CCc3c(sc4ncn(Cc5cccc6ccccc56)c(=O)c34)C2)cc1
CHEMBL4096881,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCc1ccc(Cl)cc1)CC3
CHEMBL4096392,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2)n1
CHEMBL4096285,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2ccccc2Cl)C4)c1
CHEMBL4095927,COc1ccc2ccccc2c1Cn1cnc2sc(CCNC3CCOCC3)c(C)c2c1=O
CHEMBL4095805,Cc1noc(C)c1CNC1CCc2c(sc3ncn(Cc4cccc5cccnc45)c(=O)c23)C1
CHEMBL4095748,Cc1nn(C)c(C)c1CNC1CCc2c(sc3ncn(Cc4cccc5ccccc45)c(=O)c23)C1
CHEMBL4095132,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1cccnc1)CC3
CHEMBL4094859,COc1ccc(NC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)cc1
CHEMBL4094798,Cc1cc(C)nc(SCC(=O)Nc2ccc(Cc3ccccc3)cc2)n1
CHEMBL4094485,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NC1CCOCC1)C3
CHEMBL4094191,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCCC1CCCCC1)CC3
CHEMBL4094149,COc1ccc(CNC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)cc1
CHEMBL4094092,COc1ccccc1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccccc1)C3
CHEMBL4093814,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1ccccn1)CC3
CHEMBL4093675,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2ccccc2F)C4)c2ccccc12
CHEMBL4093556,COc1ccc2ccccc2c1Cn1cnc2sc(CCNCc3ccncc3)c(C)c2c1=O
CHEMBL4093162,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1cccc(F)c1)CC3
CHEMBL4093155,Cc1cc(C)nc(SCC(=O)Nc2cccc(Nc3ccccc3)c2)n1
CHEMBL4092955,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(Nc1ccc2c(c1)OCO2)CC3
CHEMBL4092831,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NC1CCOCC1)CC3
CHEMBL4092179,COc1ccc(CNC2CCc3c(sc4ncn(Cc5ccc6ccccc6c5)c(=O)c34)C2)cn1
CHEMBL4092071,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1c(C)noc1C)C3
CHEMBL4092063,COC1=C(Cn2cnc3sc4c(c3c2=O)CCC(NCc2cccc(OC)c2)C4)C2C=CC=CC2C=C1
CHEMBL4092016,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc4[nH]ncc4c3)c2)n1
CHEMBL4092013,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NC1CCOCC1)CC3
CHEMBL4091733,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1ccncc1)CC3
CHEMBL4091659,COc1ccc(CNC2CCc3c(sc4ncn(Cc5c(OC)ccc6ccccc56)c(=O)c34)C2)cc1
CHEMBL4091658,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1ccccc1)CC3
CHEMBL4091606,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NC1CCCC1)C3
CHEMBL4091282,COc1ccc(CNC2CCc3c(sc4ncn(Cc5ccccc5OC)c(=O)c34)C2)cn1
CHEMBL4091181,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NC1CCc2ccccc21)C3
CHEMBL4091109,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NS(=O)(=O)C4CC4)cc3)c2)n1
CHEMBL4090793,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCCC1CCCCC1)CC3
CHEMBL4090249,CC(=O)OCCCc1nc(-c2ccc(Cl)cc2)no1
CHEMBL4090243,Cc1cc(C)nc(SCC(=O)Nc2ccc(NCc3ccccc3)cc2)n1
CHEMBL409006,O=C1CC(c2cccc(F)c2)c2c(ccc3cc(Br)ccc23)O1
CHEMBL4089978,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCCc1ccncc1)CC3
CHEMBL4089533,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCC2CCOC2)C4)c2ccccc12
CHEMBL4088869,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCC1CCCCC1)CC3
CHEMBL4088800,Cc1cc(C)nc(SCC(=O)Nc2cccc(Oc3ccccc3)c2)n1
CHEMBL4088755,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2c(C)noc2C)C4)c2ccccc12
CHEMBL4088712,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1cncnc1)CC3
CHEMBL4088677,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc4ccccc4c3)c2)n1
CHEMBL4088608,COCCNC1CCc2c(sc3ncn(Cc4ccc(OC)c5ccccc45)c(=O)c23)C1
CHEMBL4088565,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1ccccc1Cl)CC3
CHEMBL4088480,Clc1ccc(-c2noc(CCCBr)n2)cc1
CHEMBL4088078,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1cccs1)C3
CHEMBL4088032,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCC1CCOC1)CC3
CHEMBL4087812,Cc1cc(C)nc(SCC(=O)Nc2cccc(OCc3ccccc3)c2)n1
CHEMBL4087302,COc1ccc2ccccc2c1Cn1cnc2sc(CCNCc3cccnc3)c(C)c2c1=O
CHEMBL4087180,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1cccs1)CC3
CHEMBL4087179,COc1ccc(NC2CCc3c(sc4ncn(Cc5cccc6ccccc56)c(=O)c34)C2)cc1
CHEMBL4086800,COc1cccc(CNC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)c1
CHEMBL4086600,COc1ccc2ccccc2c1Cn1cnc2sc(CCNCc3ccc(C#N)cc3)c(C)c2c1=O
CHEMBL4086430,COc1ccccc1CCNC1CCc2c(sc3ncn(Cc4cccc5cccnc45)c(=O)c23)C1
CHEMBL4086327,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(Nc2ccc(F)cc2)C4)c2ccccc12
CHEMBL4086150,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCC1CCOC1)C3
CHEMBL4086059,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccccn1)C3
CHEMBL4085686,COCCNC1CCc2c(sc3ncn(Cc4cccc(-c5ccccc5)c4)c(=O)c23)C1
CHEMBL4085575,Cc1nn(C)c(C)c1CNC1CCc2c(sc3ncn(Cc4ccc5ccccc5c4)c(=O)c23)C1
CHEMBL4085506,COc1ccccc1CCNC1CCc2c(sc3ncn(Cc4ccc5ccccc5c4)c(=O)c23)C1
CHEMBL4085429,Cc1cccc(NC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)c1
CHEMBL4085403,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2cccc(F)c2)C4)c2ccccc12
CHEMBL4085083,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCCN2CCOCC2)C4)c2ccccc12
CHEMBL4084665,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCCc1cccnc1)C3
CHEMBL4084437,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCC1CCCO1)C3
CHEMBL4084259,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NC1CCOCC1)CC3
CHEMBL4084112,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCCN1CCOCC1)CC3
CHEMBL4083885,COc1ccc(CNC2CCc3c(sc4ncn(Cc5ccc6ccccc6c5)c(=O)c34)C2)cc1
CHEMBL4083645,Cc1cc(C)nc(SCC(=O)Nc2ccc(NCc3cccs3)cc2)n1
CHEMBL4083397,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NC2CCc3ccccc32)C4)c1
CHEMBL4083372,COc1ccccc1CNC1CCc2c(sc3ncn(Cc4ccccc4OC)c(=O)c23)C1
CHEMBL4082925,COc1cccc(NC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)c1
CHEMBL4082904,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCc1cccc(F)c1)CC3
CHEMBL4082446,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1cccc(Cl)c1)CC3
CHEMBL4081808,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1ccco1)CC3
CHEMBL4081638,COc1ccccc1CNC1CCc2c(sc3ncn(Cc4c(OC)ccc5ccccc45)c(=O)c23)C1
CHEMBL4081375,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccccc1)C3
CHEMBL4081171,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCCc1cccnc1)CC3
CHEMBL4080990,O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCC1CCCCC1)CC3
CHEMBL4080981,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCc1cncnc1)CC3
CHEMBL4080890,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NC1CCc2ccccc21)CC3
CHEMBL4080806,CC(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1
CHEMBL4080692,N#Cc1ccc(CNC2CCc3c(sc4ncn(Cc5ccc6ccccc6c5)c(=O)c34)C2)cc1
CHEMBL4080050,COc1ccc(CNC2CCc3c(sc4ncn(Cc5cccc6ccccc56)c(=O)c34)C2)cn1
CHEMBL4079934,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccccc3)c2)n1
CHEMBL4079555,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCc1ccncc1)CC3
CHEMBL4079422,COc1ccc2ccccc2c1Cn1cnc2sc(CCNCC3CCOC3)c(C)c2c1=O
CHEMBL4079294,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCc1cccs1)CC3
CHEMBL4079293,COc1ccccc1NC1CCc2c(sc3ncn(Cc4cccc5cccnc45)c(=O)c23)C1
CHEMBL4079229,Cc1cc(C)nc(SCC(=O)Nc2ccc(C(O)c3ccccc3)cc2)n1
CHEMBL4078889,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NC2CCCC2)C4)c2ccccc12
CHEMBL4078845,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1ccc(Cl)cc1)CC3
CHEMBL4078606,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCc1cccnc1)CC3
CHEMBL4078389,O=[N+]([O-])c1ccc(-c2noc(CCCBr)n2)cc1
CHEMBL4078269,Cc1cc(C)nc(SCC(=O)Nc2cccc(C(O)c3ccccc3)c2)n1
CHEMBL4078262,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCC1CCCO1)CC3
CHEMBL4077723,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1c(C)nn(C)c1C)C3
